Store,Total_Sales,Average_Sales,Total_Customers,Average_Customers
554,3513115,3729.4214437367305,428076,454.4331210191083
555,3223315,4252.394459102902,298433,393.71108179419525
556,5620964,5967.053078556263,650457,690.5063694267516
557,3410036,3619.9957537154987,525941,558.323779193206
558,2541355,2697.829087048832,355175,377.0435244161359
559,4588710,4871.24203821656,585217,621.2494692144373
560,10168806,10794.910828025477,1225287,1300.7292993630574
561,5385871,5717.485138004246,531991,564.7462845010616
562,16927322,17969.55626326964,2924960,3105.0530785562632
563,4278470,4541.900212314225,545236,578.8067940552017
564,4306402,4571.552016985138,380646,404.0828025477707
565,5169769,5488.077494692145,617215,655.2176220806795
566,3845237,4081.992569002123,427157,453.4575371549894
567,4083132,4334.535031847134,523036,555.23991507431
568,3809325,4043.8694267515925,323256,343.1592356687898
569,3543332,3761.4989384288747,511836,543.3503184713376
570,3533080,3750.615711252654,515535,547.2770700636943
571,4815991,6353.550131926121,358047,472.3575197889182
572,5345670,5674.8089171974525,443496,470.80254777070064
573,2472309,3261.6213720316623,208622,275.2269129287599
574,6913915,7339.612526539278,517928,549.8174097664544
575,3343994,4411.601583113456,307112,405.1609498680739
576,5474294,5811.352441613588,756615,803.2006369426751
577,3883479,4122.589171974522,457367,485.5276008492569
578,7356117,7809.041401273886,697049,739.9670912951168
579,6461297,6859.126326963907,709982,753.6963906581741
580,7994967,8487.226114649682,1256554,1333.9214437367305
581,4154967,4410.792993630574,457777,485.9628450106157
582,5492051,5830.202760084926,675115,716.6825902335456
583,3363288,3570.3694267515925,350283,371.8503184713376
584,3697954,3925.64118895966,338512,359.3545647558386
585,4449323,4723.2728237791935,676591,718.2494692144373
586,11742401,12465.393842887474,1832458,1945.284501061571
587,6020227,7942.251978891821,427184,563.5672823218997
588,4825215,5122.3089171974525,518339,550.2537154989384
589,3537175,3754.9628450106156,373858,396.8768577494692
590,3872700,4111.146496815287,304273,323.00743099787684
591,4429448,4702.174097664543,387507,411.36624203821657
592,3465390,3678.7579617834394,444038,471.37791932059446
593,7454238,7913.203821656051,965705,1025.164543524416
594,3258199,3458.8099787685774,358034,380.07855626326966
595,11774982,12499.980891719746,1382516,1467.6390658174098
596,3532562,3750.0658174097666,547535,581.2473460721868
597,3957495,4201.162420382166,566742,601.6369426751593
598,3665006,4835.100263852243,453190,597.8759894459102
599,7659466,8131.067940552017,686442,728.7070063694267
600,5485348,5823.087048832272,485495,515.3874734607218
601,3807976,4042.4373673036093,307941,326.9012738853503
602,4920431,5223.387473460722,479688,509.2229299363057
603,5297052,5623.197452229299,722465,766.947983014862
604,4953601,6535.093667546174,368077,485.589709762533
605,5466800,5803.3970276008495,395780,420.14861995753716
606,4577941,4859.809978768578,486724,516.692144373673
607,3051294,3239.165605095541,323807,343.744161358811
608,7275038,7722.970276008493,735209,780.4766454352441
609,3636230,3860.1167728237792,395622,419.9808917197452
610,3269954,3471.2887473460723,405391,430.35138004246284
611,3602813,4753.051451187335,305106,402.5145118733509
612,4246423,5602.141160949868,264263,348.63192612137203
613,5261587,5585.548832271762,782665,830.8545647558386
614,5140680,5457.197452229299,734125,779.3259023354565
615,7585401,8052.4426751592355,968524,1028.1571125265393
616,6611772,7018.866242038216,646898,686.7282377919321
617,4960149,5265.550955414013,448262,475.8619957537155
618,5334682,5663.144373673036,394848,419.1592356687898
619,2676841,3531.452506596306,266765,351.9327176781003
620,4835283,6379.001319261214,441221,582.0857519788918
621,4608739,4892.504246284501,628261,666.9437367303609
622,3385282,3593.7176220806796,337120,357.8768577494692
623,5473895,5810.928874734607,639137,678.4893842887474
624,5467853,5804.514861995754,531966,564.71974522293
625,4907852,5210.033970276008,480529,510.1157112526539
626,7318373,7768.973460721868,647107,686.9501061571125
627,4679168,4967.2696390658175,480797,510.40021231422503
628,4885169,5185.954352441614,598144,634.9723991507431
629,4760004,6279.688654353562,422113,556.877308707124
630,5403029,5735.69957537155,618196,656.2590233545648
631,4233841,4494.523354564756,500538,531.3566878980891
632,5510559,5849.850318471337,708433,752.052016985138
633,4482889,5914.101583113456,341963,451.13852242744065
634,5236366,5558.774946921444,507938,539.2123142250531
635,4609211,4893.005307855627,465439,494.0966029723991
636,3692957,4871.974934036939,445334,587.5118733509235
637,5415918,7145.010554089709,431086,568.7150395778364
638,3713936,4899.6517150395775,313767,413.94063324538257
639,3688329,3915.423566878981,378581,401.89065817409767
640,8984969,9538.183651804671,685137,727.3216560509554
641,4490386,4766.864118895966,419152,444.9596602972399
642,2845461,3020.6592356687897,373828,396.84501061571126
643,6267634,6653.539278131635,799871,849.119957537155
644,5537010,7304.76253298153,609472,804.0527704485488
645,8337410,8850.753715498939,1031306,1094.8046709129512
646,3126126,4124.176781002639,439386,579.664907651715
647,4527267,4806.015923566879,531153,563.8566878980891
648,5154013,5471.351380042463,478100,507.5371549893843
649,2873358,3050.2738853503183,301609,320.17940552016984
650,3975207,5244.336411609499,412899,544.721635883905
651,5932759,6298.045647558386,738819,784.3089171974523
652,5190629,5510.221868365181,532554,565.343949044586
653,4608178,4891.908704883227,389640,413.63057324840764
654,5050619,5361.591295116773,533663,566.5212314225053
655,6256703,6641.935244161359,535521,568.4936305732484
656,2534495,2690.546709129512,296129,314.3619957537155
657,4698459,4987.748407643312,594536,631.1422505307855
658,4719829,5010.434182590234,466330,495.0424628450106
659,4407938,4679.339702760085,535041,567.984076433121
660,2871525,3788.291556728232,309426,408.2137203166227
661,5503903,5842.784501061571,453009,480.9012738853503
662,6616587,7023.977707006369,604735,641.9692144373673
663,3623173,3846.255838641189,494265,524.6974522292994
664,3858158,4095.7091295116775,469879,498.8099787685775
665,6360621,6752.251592356688,975872,1035.9575371549895
666,5451906,5787.585987261146,508809,540.1369426751593
667,6879831,7303.429936305733,621178,659.4246284501062
668,7009629,7441.21974522293,906876,962.7133757961783
669,2807854,3704.2928759894457,245019,323.2440633245383
670,4092358,5398.8891820580475,435070,573.9709762532982
671,3691881,4870.555408970976,369379,487.3073878627968
672,6892942,7317.3481953290875,1083587,1150.3046709129512
673,5536916,5877.830148619958,452784,480.6624203821656
674,6112239,6488.576433121019,756535,803.1157112526539
675,3341266,3546.991507430998,350178,371.7388535031847
676,7057092,7491.605095541401,1549211,1644.5976645435244
677,4938047,6514.573878627968,396633,523.2625329815304
678,5686651,6036.784501061571,642924,682.5095541401274
679,7796037,8276.047770700638,832152,883.3885350318471
680,4080960,4332.229299363057,620159,658.3428874734607
681,2731676,2899.868365180467,375017,398.1072186836518
682,10557379,11207.408704883228,1656830,1758.8428874734607
683,7171315,7612.86093418259,688589,730.9861995753715
684,4802690,6336.002638522427,385149,508.11213720316624
685,5165199,5483.226114649681,477101,506.47664543524417
686,4875320,5175.498938428875,587900,624.0976645435244
687,6522150,6923.726114649681,572085,607.3089171974523
688,2820350,2994.0021231422506,284035,301.52335456475583
689,5503014,5841.84076433121,557206,591.5138004246285
690,4354600,4622.71762208068,617086,655.0806794055202
691,6521018,6922.524416135881,484001,513.8014861995754
692,5132377,5448.383227176221,620914,659.1443736730361
693,5160800,5478.556263269639,386231,410.01167728237795
694,5005559,6603.639841688654,482870,637.0316622691292
695,4201243,4459.918259023355,400312,424.9596602972399
696,6154509,6533.449044585987,780542,828.6008492569002
697,8301159,8812.270700636942,782616,830.8025477707006
698,12202270,12953.577494692145,1518304,1611.787685774947
699,6373219,6765.625265392781,749312,795.447983014862
700,3297857,3500.9097664543524,399042,423.61146496815286
701,3594522,4742.11345646438,391641,516.6767810026386
702,2720610,3589.195250659631,215970,284.9208443271768
703,2563326,2721.1528662420383,274642,291.552016985138
704,8138397,8639.487261146496,843720,895.6687898089172
705,6206501,6588.6422505307855,747320,793.3333333333334
706,3572311,4712.811345646438,326197,430.3390501319261
707,6481071,6880.117834394904,711970,755.8067940552017
708,3145529,3339.2027600849256,325392,345.4267515923567
709,7751342,8228.6008492569,1017426,1080.0700636942674
710,2828018,3730.8944591029026,232122,306.2295514511873
711,4307666,5682.936675461741,318552,420.2532981530343
712,3994137,5269.310026385224,357449,471.56860158311343
713,8349365,8863.444798301487,1023424,1086.4373673036093
714,3538417,3756.281316348195,257282,273.1231422505308
715,5037090,5347.229299363057,524113,556.3832271762208
716,3556025,4691.325857519789,282580,372.7968337730871
717,4325705,4592.043524416136,435789,462.6210191082803
718,6178736,6559.167728237792,667942,709.067940552017
719,3348602,4417.68073878628,284100,374.802110817942
720,5618245,5964.166666666667,562504,597.1380042462845
721,6015956,6386.365180467092,592864,629.3673036093418
722,7711931,8186.763269639066,1241124,1317.5414012738854
723,5492073,5830.226114649681,442701,469.95859872611464
724,5307253,5634.026539278132,544604,578.135881104034
725,4505981,4783.41932059448,466760,495.49893842887474
726,8617965,9148.582802547771,830336,881.4607218683652
727,3537376,3755.176220806794,353663,375.4384288747346
728,4075915,4326.873673036093,355913,377.82696390658174
729,8217604,8723.571125265393,843139,895.052016985138
730,6315412,6704.259023354564,771672,819.1847133757962
731,7177402,7619.322717622081,737912,783.3460721868365
732,5135916,5452.140127388535,584069,620.0307855626327
733,14067158,14933.288747346072,3206058,3403.458598726115
734,4658828,4945.677282377919,440954,468.104033970276
735,4304462,4569.492569002123,424583,450.72505307855624
736,3261815,4303.186015831135,316774,417.9076517150396
737,4765845,5059.283439490446,699863,742.9543524416135
738,6628200,7036.3057324840765,546636,580.2929936305733
739,5944868,7842.833773087072,476019,627.9934036939314
740,5449956,5785.515923566879,397647,422.13057324840764
741,5973663,6341.468152866242,721461,765.8821656050956
742,6252167,6637.119957537155,679893,721.7547770700637
743,2976940,3160.2335456475585,326296,346.3864118895966
744,4511526,5951.8812664907655,505061,666.3073878627969
745,5849281,6209.427813163482,553511,587.5912951167728
746,4716888,5007.3121019108285,397568,422.04670912951167
747,6261174,6646.6815286624205,547051,580.7335456475583
748,4469650,4744.851380042463,379885,403.27494692144376
749,4042901,4291.826963906582,495780,526.3057324840764
750,3108353,4100.729551451187,250543,330.5316622691293
751,3284432,3486.6581740976644,446946,474.4649681528662
752,4091043,4342.9331210191085,357872,379.90658174097666
753,6785308,7203.087048832272,595402,632.0615711252653
754,6324001,6713.376857749469,755067,801.5573248407643
755,8187392,8691.498938428875,699323,742.3811040339702
756,12911782,13706.774946921443,1827980,1940.5307855626327
757,4832775,5130.334394904458,416360,441.99575371549895
758,3768116,4000.1231422505307,492895,523.2430997876858
759,5460897,5797.130573248408,603295,640.4405520169852
760,5935009,6300.434182590234,953570,1012.2823779193205
761,6843911,7265.298301486199,780038,828.0658174097665
762,2965697,3148.2983014861998,297292,315.5966029723991
763,4802197,5097.873673036093,459640,487.9405520169851
764,2714404,2881.532908704883,303938,322.65180467091295
765,6609836,7016.811040339703,552225,586.2261146496816
766,3809093,5025.188654353562,329475,434.66358839050133
767,4722348,5013.108280254777,482393,512.0944798301487
768,10185601,10812.73991507431,1054827,1119.7738853503186
769,10198000,10825.902335456476,2902351,3081.052016985138
770,5046197,5356.8970276008495,571210,606.380042462845
771,4181091,5515.951187335092,428572,565.3984168865435
772,2804862,2977.56050955414,382210,405.74309978768576
773,4464281,4739.1518046709125,618439,656.5169851380042
774,4307095,4572.287685774947,559318,593.7558386411889
775,5405733,7131.573878627968,386321,509.65831134564644
776,3728530,3958.099787685775,414825,440.36624203821657
777,3109262,3300.7027600849256,273048,289.859872611465
778,3670582,4842.456464379948,497906,656.868073878628
779,5560247,5902.597664543525,546065,579.6868365180467
780,5106807,5421.238853503185,615416,653.307855626327
781,3839505,4075.9076433121018,524908,557.2271762208068
782,4275775,4539.039278131635,399793,424.4087048832272
783,5364665,5694.973460721868,530718,563.3949044585987
784,6038270,6410.053078556263,642805,682.3832271762208
785,5072473,5384.790870488323,437324,464.25053078556266
786,2779666,2950.8131634819533,431356,457.91507430997876
787,7977175,8468.33864118896,890735,945.5785562632697
788,14082141,14949.194267515924,1346835,1429.7611464968154
789,2626269,2787.9713375796177,364576,387.02335456475583
790,5820810,6179.203821656051,532923,565.7356687898089
791,5973977,6341.801486199575,631301,670.1709129511677
792,5756322,6110.745222929936,538855,572.0329087048832
793,3764223,3995.9904458598726,356672,378.63269639065817
794,2405374,2553.475583864119,407027,432.088110403397
795,3547312,3765.723991507431,364026,386.43949044585986
796,5643678,5991.165605095542,520214,552.2441613588111
797,2617520,3453.192612137203,257816,340.12664907651714
798,5825254,6183.92144373673,702461,745.7123142250531
799,7708195,8182.797239915074,700034,743.135881104034
800,4157860,4413.864118895966,388966,412.91507430997876
801,3798660,4032.547770700637,371915,394.81422505307853
802,5363403,5693.633757961784,410025,435.27070063694265
803,4650665,4937.011677282378,378421,401.7208067940552
804,3061600,4039.0501319261216,273928,361.38258575197887
805,3784390,4992.598944591029,356051,469.7242744063324
806,4234755,5586.748021108179,326751,431.06992084432716
807,7669453,8141.669851380042,767032,814.2590233545648
808,5687084,6037.244161358811,469085,497.96709129511675
809,7317626,7768.180467091295,624924,663.4012738853503
810,4619798,4904.244161358811,380807,404.25371549893845
811,3239518,3438.9787685774945,535292,568.2505307855627
812,4966087,5271.8545647558385,605630,642.9193205944798
813,4514925,4792.914012738854,505237,536.3450106157112
814,6628829,7036.973460721868,543698,577.1740976645435
815,5222211,6889.460422163588,507202,669.131926121372
816,3998667,4244.869426751592,578506,614.1252653927813
817,17057867,18108.13906581741,2454370,2605.488322717622
818,4772357,5066.196390658174,496141,526.6889596602972
819,4775423,5069.451167728238,423324,449.38853503184714
820,7517399,9917.412928759895,677726,894.0976253298153
821,5438993,5773.877919320595,667296,708.3821656050956
822,6066329,6439.839702760085,499161,529.8949044585987
823,4549069,4829.160297239915,446881,474.395966029724
824,5358101,5688.005307855627,676454,718.104033970276
825,2838137,3744.2440633245383,334048,440.69656992084435
826,6859209,7281.53821656051,598363,635.2048832271762
827,10000214,10615.938428874735,1302475,1382.6698513800425
828,4055958,4305.6878980891715,457911,486.1050955414013
829,4624043,4908.750530785563,617709,655.7420382165606
830,4816406,5112.957537154989,410638,435.92144373673034
831,9884733,10493.347133757961,1228453,1304.0902335456476
832,5115779,5430.763269639066,433019,459.6804670912951
833,4293342,4557.6878980891715,394316,418.5944798301486
834,4600937,4884.221868365181,501318,532.1847133757962
835,3979293,4224.302547770701,505659,536.7929936305733
836,4606682,4890.32059447983,554940,589.108280254777
837,2608765,2769.3895966029722,345575,366.8524416135881
838,6246047,6630.623142250531,639466,678.8386411889596
839,4019692,4267.188959660297,507297,538.531847133758
840,5738112,6091.414012738854,827775,878.7420382165606
841,2318635,2461.395966029724,321495,341.28980891719743
842,11553523,15242.114775725593,714829,943.0461741424803
843,7423466,7880.537154989384,875136,929.0191082802547
844,3255217,3455.644373673036,353844,375.63057324840764
845,3746964,3977.668789808917,277736,294.8365180467091
846,7185993,7628.4426751592355,673539,715.0095541401274
847,5518727,5858.5212314225055,784345,832.6380042462845
848,5059150,5370.647558386412,574672,610.0552016985138
849,6393691,6787.3577494692145,697085,740.0053078556264
850,4787781,5082.570063694267,504159,535.2006369426751
851,3392054,4475.005277044855,292151,385.4234828496042
852,3597687,3819.2006369426754,456050,484.1295116772824
853,7181892,7624.089171974522,792735,841.5445859872611
854,5130172,5446.042462845011,530973,563.6656050955414
855,4477596,4753.286624203822,477358,506.74946921443734
856,5599626,5944.401273885351,750983,797.2218683651805
857,5815578,6173.649681528663,720850,765.2335456475583
858,2957986,3902.3562005277045,260058,343.0844327176781
859,4667332,6157.4300791556725,451729,595.9485488126649
860,4521003,4799.366242038216,572462,607.7091295116772
861,2674267,2838.924628450106,389298,413.26751592356686
862,6715065,7128.519108280255,876626,930.6008492569002
863,6836861,7257.814225053078,814889,865.0626326963907
864,3316575,3520.7802547770702,456851,484.97983014861995
865,5894369,6257.291932059448,496348,526.9087048832272
866,5368119,5698.640127388535,379569,402.93949044585986
867,3809715,4044.2834394904457,360886,383.10615711252655
868,7480652,7941.244161358811,509296,540.6539278131635
869,4659180,4946.050955414013,678666,720.452229299363
870,5349346,5678.711252653928,670529,711.8142250530785
871,4889449,5190.497876857749,374591,397.65498938428874
872,6649861,7059.30042462845,640124,679.5371549893842
873,2990009,3174.107218683652,355880,377.79193205944796
874,3593615,3814.8779193205946,399658,424.26539278131634
875,3943035,4185.8121019108285,366310,388.86411889596604
876,7069345,7504.612526539278,779006,826.9702760084925
877,5103191,5417.400212314225,704036,747.3842887473461
878,6801666,7220.452229299363,620669,658.8842887473461
879,2340576,3087.831134564644,216037,285.00923482849606
880,5832985,6192.128450106157,614028,651.8343949044586
881,3274150,3475.743099787686,483296,513.0530785562632
882,5081054,5393.900212314225,647761,687.6443736730361
883,3714779,3943.5021231422506,391539,415.64649681528664
884,3443958,4543.480211081795,329703,434.96437994722953
885,4235932,4496.743099787685,565894,600.7367303609342
886,5018882,5327.900212314225,474412,503.62208067940554
887,5317050,5644.426751592357,445543,472.9755838641189
888,6271013,6657.126326963907,582833,618.7186836518047
889,3232661,3431.69957537155,353304,375.05732484076435
890,3563801,4701.584432717678,276589,364.89313984168865
891,6189692,6570.798301486199,851629,904.0647558386412
892,5927347,6292.30042462845,608437,645.8991507430998
893,3978679,5248.916886543536,514925,679.320580474934
894,6529198,6931.208067940552,797763,846.8821656050956
895,7248912,7695.235668789809,685097,727.2791932059448
896,5439130,5774.023354564756,852792,905.2993630573249
897,2717511,2884.831210191083,268885,285.4405520169851
898,5173270,5491.794055201699,555939,590.1687898089172
899,4109286,4362.299363057325,438759,465.7738853503185
900,3635287,4795.893139841689,341494,450.5197889182058
901,5669137,6018.192144373673,500746,531.5774946921443
902,3039385,4009.7427440633246,391201,516.0963060686016
903,7300878,9631.765171503957,508657,671.0514511873351
904,3742423,4937.2335092348285,319701,421.76912928759896
905,6645066,7054.210191082802,987344,1048.135881104034
906,8535775,9061.332271762209,992530,1053.6411889596602
907,4884914,5185.683651804671,646047,685.8248407643312
908,3307400,3511.04033970276,283561,301.02016985138005
909,6512493,8591.679419525066,619197,816.8825857519789
910,4452869,4727.037154989384,447385,474.93099787685776
911,7749768,8226.929936305733,712986,756.8853503184713
912,4520528,4798.861995753716,594778,631.3991507430998
913,6900317,7325.177282377919,902068,957.6093418259023
914,7453259,7912.164543524416,888608,943.3205944798301
915,3942303,5200.927440633245,319510,421.51715039577834
916,4176608,4433.7664543524415,546736,580.3991507430998
917,5221594,5543.093418259024,577462,613.0169851380042
918,4046072,4295.193205944798,431296,457.85138004246284
919,3438093,4535.742744063325,420199,554.3522427440633
920,3585330,4729.986807387862,361808,477.3192612137203
921,7389638,7844.626326963907,853783,906.3513800424629
922,5739531,6092.920382165605,552904,586.9469214437368
923,4167230,4423.811040339703,501835,532.7335456475583
924,3702496,3930.4628450106156,350663,372.25371549893845
925,5147464,5464.3991507431,921935,978.6995753715499
926,5655998,6004.244161358811,422709,448.7356687898089
927,5059388,5370.900212314225,672726,714.1464968152866
928,6243438,6627.853503184713,539545,572.7653927813163
929,4559231,4839.947983014862,557548,591.8768577494692
930,5569973,5912.922505307855,911976,968.1273885350319
931,3140234,3333.5817409766455,386489,410.2855626326964
932,4607215,6078.120052770449,455455,600.8641160949868
933,5718554,6070.6518046709125,706128,749.6050955414013
934,5268860,5593.2696390658175,529417,562.0138004246285
935,4430153,4702.922505307855,470734,499.7176220806794
936,5496846,5835.292993630574,694390,737.1443736730361
937,5648895,5996.703821656051,457265,485.4193205944798
938,7375962,7830.108280254777,755547,802.0668789808917
939,4656745,4943.466029723992,449101,476.7526539278132
940,5657022,6005.331210191082,579554,615.2377919320594
941,3129057,4128.043535620052,344647,454.67941952506595
942,4731583,5022.911889596603,367396,390.01698513800426
943,5428994,5763.263269639066,471937,500.9946921443737
944,6217518,6600.337579617834,963947,1023.2983014861995
945,3429965,3641.151804670913,416215,441.8418259023355
946,3274470,3476.082802547771,414924,440.47133757961785
947,6470539,6868.93736730361,879169,933.3004246284501
948,6437314,6833.666666666667,1589133,1686.9777070063694
949,4194405,4452.65923566879,389579,413.56581740976645
950,4450296,4724.3057324840765,435793,462.62526539278133
951,6058267,6431.281316348195,559971,594.4490445859873
952,4085326,5389.612137203167,329797,435.0883905013193
953,4162942,4419.259023354564,424309,450.43418259023355
954,5426552,5760.670912951167,705305,748.7314225053078
955,3676529,3902.8970276008495,355771,377.67622080679405
956,2992188,3176.420382165605,385118,408.8301486199575
957,6192726,6574.019108280255,666924,707.9872611464968
958,3327635,3532.5212314225055,441182,468.3460721868365
959,5528325,5868.710191082802,583763,619.7059447983015
960,5251132,5574.450106157113,431941,458.53609341825904
961,5080588,5393.405520169851,536603,569.6422505307855
962,5125011,5440.5636942675155,696101,738.9607218683652
963,8385406,8901.704883227176,791630,840.3715498938429
964,7534699,7998.618895966029,1077174,1143.4968152866243
965,6626600,7034.607218683652,707184,750.7261146496816
966,3753283,3984.3768577494693,475390,504.66029723991505
967,6731473,7145.93736730361,719270,763.5562632696391
968,5609742,5955.140127388535,683254,725.3227176220806
969,2645117,2807.97983014862,452346,480.19745222929936
970,2573975,2732.4575371549895,312532,331.77494692144376
971,6392792,6786.4033970276005,761659,808.5552016985138
972,2402627,2550.5594479830147,272238,289.0
973,5017528,5326.462845010616,615311,653.1963906581741
974,7178474,9470.282321899736,971204,1281.2717678100264
975,6010559,6380.635881104034,579446,615.1231422505308
976,5433498,5768.044585987262,559119,593.5445859872611
977,2974291,3923.8667546174142,318092,419.64643799472293
978,5626588,5973.023354564756,757830,804.4904458598726
979,4898808,5200.4331210191085,497651,528.291932059448
980,5468281,5804.969214437368,432164,458.77282377919323
981,5700952,6051.966029723992,588296,624.5180467091295
982,6285458,6672.460721868365,539497,572.7144373673036
983,7941077,8430.018046709129,1068066,1133.8280254777071
984,4708162,4998.048832271762,574511,609.8842887473461
985,6516900,6918.152866242038,601984,639.0488322717622
986,4802035,5097.701698513801,639283,678.6443736730361
987,5368327,5698.86093418259,680093,721.9670912951168
988,3683288,3914.2274176408077,566446,601.96174282678
989,3260812,4301.862796833773,356745,470.63984168865437
990,4999125,5306.926751592357,447315,474.85668789808915
991,4484520,4760.636942675159,418129,443.8736730360934
992,4452757,4726.918259023355,546190,579.8195329087049
993,5942063,6307.922505307855,587207,623.3619957537155
994,3536283,3754.015923566879,344327,365.5276008492569
995,7226190,7671.114649681529,614734,652.5838641188959
996,4993206,5300.643312101911,534380,567.2823779193205
997,4028334,4276.363057324841,322024,341.85138004246284
998,3354263,3560.7887473460723,415133,440.6932059447983
999,7163321,7604.374734607219,515113,546.8290870488323
1000,4635525,6115.468337730871,423675,558.9379947229552
1001,4239004,4500.004246284501,485624,515.5244161358811
1002,4753790,5046.486199575372,562417,597.0456475583865
1003,5751204,6105.3121019108285,602250,639.3312101910828
1004,3212907,4238.663588390501,281082,370.82058047493405
1005,4834459,5132.122080679405,729683,774.6104033970277
1006,4970130,5276.146496815287,675677,717.2791932059448
1007,5485024,5822.743099787685,639858,679.2547770700637
1008,4179585,4436.926751592357,561855,596.4490445859873
1009,2968299,3915.9617414248023,284969,375.9485488126649
1010,6957339,7385.710191082802,633057,672.0350318471337
1011,6137147,6515.0180467091295,734852,780.0976645435244
1012,3762920,4964.2744063324535,321582,424.25065963060683
1013,3110984,3302.530785562633,345207,366.46178343949043
1014,9509102,10094.588110403398,1051375,1116.1093418259024
1015,4705183,4994.886411889596,383638,407.25902335456476
1016,4213934,4473.390658174098,389650,413.64118895966027
1017,5539437,5880.506369426752,781115,829.2091295116772
1018,9187204,9752.870488322718,1063112,1128.5690021231424
1019,5651236,7455.456464379948,469473,619.3575197889182
1020,7054345,7488.688959660297,866840,920.2123142250531
1021,6835866,7256.75796178344,817747,868.0966029723992
1022,5706179,6057.514861995754,641135,680.6104033970277
1023,4799042,5094.524416135881,491531,521.7951167728238
1024,4810209,5106.37898089172,615780,653.6942675159236
1025,5762189,6116.973460721868,672559,713.9692144373673
1026,7397085,7852.531847133758,919445,976.0562632696391
1027,8163847,10770.246701846965,1032892,1362.6543535620053
1028,3686723,3913.718683651805,425786,452.0021231422505
1029,4224868,4484.997876857749,591023,627.4129511677282
1030,2816323,2989.727176220807,258896,274.8365180467091
1031,3773364,4005.6942675159235,325598,345.6454352441614
1032,7172255,7613.85881104034,752136,798.4458598726114
1033,10870270,11539.56475583864,1018597,1081.3131634819533
1034,5072945,5385.291932059448,568150,603.1316348195329
1035,3803794,4037.9978768577494,450423,478.156050955414
1036,3884252,4123.409766454352,367372,389.9915074309979
1037,5387026,5718.711252653928,681679,723.6507430997876
1038,3668097,4839.178100263853,319358,421.3166226912929
1039,6307879,6696.26220806794,799824,849.0700636942676
1040,6775360,7192.526539278132,674734,716.2781316348195
1041,3801487,5015.154353562005,408015,538.278364116095
1042,3218244,3416.394904458599,426002,452.2314225053079
1043,6858406,7280.685774946922,941445,999.4108280254777
1044,5145309,5462.111464968153,695225,738.0307855626327
1045,6654188,7063.8938428874735,808163,857.9225053078557
1046,6784716,7202.458598726114,533570,566.4225053078557
1047,3791124,4024.547770700637,407902,433.01698513800426
1048,5392653,5724.6847133757965,416229,441.85668789808915
1049,2478906,3270.324538258575,395752,522.1002638522427
1050,5771211,6126.550955414013,404342,429.23779193205945
1051,5737921,6091.211252653928,770860,818.3227176220806
1052,5662859,6011.5276008492565,588984,625.2484076433121
1053,7002929,7434.107218683652,791662,840.4055201698513
1054,4730838,5022.12101910828,483709,513.4915074309979
1055,6197127,6578.6910828025475,775488,823.2356687898089
1056,2415557,3186.750659630607,230408,303.9683377308707
1057,5036413,5346.510615711252,502083,532.9968152866242
1058,5658141,6006.519108280255,546009,579.6273885350319
1059,6604849,7011.516985138004,904541,960.2346072186837
1060,5707977,6059.423566878981,660675,701.3535031847134
1061,5732970,6085.955414012738,431026,457.5647558386412
1062,4990259,5297.514861995754,461502,489.9171974522293
1063,3348689,3554.8715498938427,416261,441.89065817409767
1064,7365896,7819.422505307855,831862,883.0806794055202
1065,2611257,3444.930079155673,301834,398.197889182058
1066,8626583,9157.731422505309,877097,931.1008492569002
1067,3580348,4723.4142480211085,305012,402.3905013192612
1068,3451074,3663.56050955414,240516,255.3248407643312
1069,4930721,5234.311040339703,621457,659.7208067940552
1070,5515214,5854.791932059448,680475,722.3726114649681
1071,4725345,5016.289808917198,571238,606.4097664543524
1072,5314269,5641.474522292993,500175,530.9713375796179
1073,5668621,6017.644373673036,715327,759.3704883227176
1074,4014070,4261.2208067940555,433374,460.05732484076435
1075,9004545,9558.964968152866,856724,909.4734607218684
1076,2820000,2993.6305732484075,424905,451.0668789808917
1077,3497529,3712.875796178344,386337,410.12420382165607
1078,5289878,5615.581740976645,406860,431.9108280254777
1079,6783229,7200.880042462845,538364,571.511677282378
1080,6338656,8362.343007915568,523432,690.5435356200528
1081,4485164,4761.32059447983,709444,753.1252653927813
1082,5494934,5833.263269639066,807063,856.7547770700637
1083,4019314,4266.787685774947,281668,299.0106157112526
1084,4904211,5206.168789808918,631824,670.7261146496816
1085,5932711,6297.994692144373,596091,632.7929936305733
1086,5996057,6365.240976645436,655364,695.7154989384288
1087,4925247,5228.5,482537,512.2473460721868
1088,3960984,4204.866242038216,377930,401.1995753715499
1089,7915233,8402.582802547771,781006,829.0934182590233
1090,5033396,5343.307855626327,612815,650.5467091295117
1091,6488655,6888.168789808918,546598,580.2526539278132
1092,7439455,9814.584432717678,724644,955.9947229551451
1093,6504285,6904.761146496815,678171,719.9267515923567
1094,2845473,3753.9221635883905,232530,306.76781002638523
1095,3739067,3969.2855626326964,530065,562.7016985138005
1096,4250632,4512.3481953290875,493156,523.52016985138
1097,9179413,9744.599787685775,2280508,2420.9214437367305
1098,4102408,4354.997876857749,553080,587.1337579617834
1099,6914599,7340.33864118896,875095,928.9755838641189
1100,4167374,4423.963906581741,514503,546.1815286624204
1101,7818257,8299.635881104034,774945,822.6592356687898
1102,4353993,5744.054089709763,439429,579.721635883905
1103,3920264,4161.63906581741,301204,319.74946921443734
